ID,sex,DOB,age97,compcoll_age25,race,father_educ_years,mother_educ_years,parinc,intact,sibsz,region_age17,urban_rural_age17,asvab_mv_pct,grades8th,hsprog,gpa,peers_aspiration_college,delinq,tchgood,schsafe,marstat_age17,res_children_age17,weeks_Unemployed,weeks_Out of labor force,weeks_Employed,weeks_Not working (unclear if unemployed or NILF),weeks_Active military,prop_Unemployed,prop_Out of labor force,prop_Employed,prop_Not working (unclear if unemployed or NILF),prop_Active military
5271,M,1981-01-01,15.0,0.0,Non-Black / Non-Hispanic,11.490547328740398,12.0,33009.3333333333,1.0,3.0,North Central,Rural,29.444,1.0,0.0,0.0,About 75%,3.0,1.0,0.0,Never married,0.0,41.0,10.0,817.0,0.0,0.0,0.0472350230414747,0.0115207373271889,0.941244239631336,0.0,0.0
5272,F,1980-12-01,16.0,1.0,Non-Black / Non-Hispanic,18.0,16.0,109750.0,0.0,1.0,North Central,Rural,28.037,3.5,1.0,3.0,About 75%,4.0,1.0,1.0,Never married,0.0,0.0,0.0,936.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5273,M,1980-03-01,16.0,0.0,Non-Black / Non-Hispanic,14.242610989396121,16.0,11250.0,0.0,3.0,North Central,Rural,70.73,2.5,1.0,3.5,About 75%,4.0,1.0,0.0,Never married,0.0,41.0,0.0,930.0,0.0,0.0,0.0422245108135942,0.0,0.957775489186406,0.0,0.0
5274,F,1981-01-01,15.0,1.0,Non-Black / Non-Hispanic,12.0,12.0,69492.0,1.0,0.0,North Central,Rural,60.74366154352405,3.5,0.0,3.0,About half (50%),0.0,1.0,1.0,Never married,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5275,M,1980-09-01,16.0,1.0,Non-Black / Non-Hispanic,15.0,16.0,76900.0,1.0,4.0,North Central,Rural,73.27203065232717,3.5,0.0,3.5,About half (50%),0.0,1.0,1.0,Never married,0.0,15.0,4.0,928.0,0.0,0.0,0.0158394931362196,0.0042238648363252,0.979936642027455,0.0,0.0
5276,F,1980-12-01,16.0,0.0,Non-Black / Non-Hispanic,9.0,11.0,27325.829665500147,0.30416277935968417,4.0,North Central,Rural,30.996521896053686,2.5,0.0,3.0,About 75%,4.0,1.0,1.0,Never married,1.0,0.0,824.0,33.0,84.0,0.0,0.0,0.875664187035069,0.0350690754516472,0.0892667375132837,0.0
5277,M,1983-01-01,13.0,0.0,Non-Black / Non-Hispanic,14.0,16.0,79933.3333333333,1.0,4.0,North Central,Rural,40.95450941037985,1.5,0.0,1.5,About 75%,0.0,1.0,1.0,Never married,0.0,20.0,91.0,711.0,0.0,0.0,0.024330900243309,0.110705596107056,0.864963503649635,0.0,0.0
5278,M,1982-01-01,14.0,0.0,Non-Black / Non-Hispanic,15.0,16.0,69000.0,1.0,3.0,North Central,Rural,63.263,2.5,0.0,4.0,About half (50%),0.0,0.0,1.0,Never married,0.0,0.0,10.0,136.0,0.0,0.0,0.0,0.0684931506849315,0.931506849315068,0.0,0.0
5279,M,1980-09-01,16.0,1.0,Non-Black / Non-Hispanic,16.0,15.0,67250.0,1.0,1.0,North Central,Rural,82.761,4.0,0.0,3.5,About half (50%),1.0,1.0,1.0,Never married,0.0,0.0,0.0,953.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5280,F,1982-10-01,14.0,1.0,Non-Black / Non-Hispanic,16.0,15.0,66750.0,1.0,1.0,North Central,Rural,69.955,4.0,0.0,4.0,About 75%,0.0,1.0,1.0,Never married,0.0,0.0,0.0,834.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5281,F,1980-05-01,16.0,0.0,Non-Black / Non-Hispanic,15.0,12.0,53033.3333333333,1.0,10.0,North Central,Rural,67.07,3.5,0.0,4.0,About half (50%),0.0,1.0,1.0,Never married,0.0,0.0,0.0,986.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5284,M,1980-01-01,16.0,0.0,Non-Black / Non-Hispanic,10.0,12.0,7185.0,0.0,4.0,North Central,Rural,6.974,2.0,0.0,2.0,About half (50%),4.0,1.0,1.0,Separated,0.0,41.0,167.0,269.0,104.0,0.0,0.0705679862306368,0.287435456110155,0.462994836488812,0.179001721170396,0.0
5289,F,1984-09-01,12.0,1.0,Non-Black / Non-Hispanic,8.0,12.0,43950.0,0.5988314265641419,4.279899335439,North Central,Urban,90.242,4.0,1.0,3.0,Almost all (>90%),0.0,1.0,1.0,Never married,0.0,0.0,1.0,734.0,0.0,0.0,0.0,0.001360544217687,0.998639455782313,0.0,0.0
5292,M,1983-07-01,13.0,0.0,Non-Black / Non-Hispanic,12.0,13.0,28478.6666666667,1.0,1.0,West,Urban,49.659520298426436,2.5,0.0,2.5,About half (50%),3.0,1.0,1.0,Never married,0.0,0.0,0.0,714.0,0.0,83.0,0.0,0.0,0.895859473023839,0.0,0.104140526976161
5294,F,1983-03-01,13.0,0.0,Non-Black / Non-Hispanic,12.0,14.0,51185.3333333333,1.0,5.0,North Central,Rural,43.913,2.0,0.0,2.5,About 75%,1.0,1.0,1.0,Never married,0.0,128.0,323.0,361.0,0.0,0.0,0.157635467980296,0.397783251231527,0.444581280788177,0.0,0.0
5295,F,1984-01-01,12.0,1.0,Non-Black / Non-Hispanic,14.0,15.0,32151.25,0.0,10.0,North Central,Rural,89.144,3.5,1.0,4.0,About half (50%),0.0,1.0,1.0,Never married,0.0,10.0,27.0,733.0,0.0,0.0,0.012987012987013,0.0350649350649351,0.951948051948052,0.0,0.0
5296,F,1980-05-01,16.0,0.0,Non-Black / Non-Hispanic,10.0,9.0,8304.0,0.0,3.0,North Central,Rural,43.691,2.5,0.0,2.5,About 25%,5.0,1.0,1.0,Separated,2.0,40.0,179.0,252.0,0.0,0.0,0.0849256900212314,0.380042462845011,0.535031847133758,0.0,0.0
5298,F,1981-05-01,15.0,0.0,Non-Black / Non-Hispanic,10.0,12.0,49440.0,0.0,3.0,North Central,Rural,17.806,2.0,0.0,2.0,About 25%,0.0,1.0,1.0,Never married,0.0,0.0,1.0,772.0,36.0,0.0,0.0,0.0012360939431396,0.954264524103832,0.0444993819530284,0.0
5300,F,1980-12-01,16.0,1.0,Non-Black / Non-Hispanic,14.0,16.0,67250.0,1.0,4.0,North Central,Rural,74.176,4.0,1.0,4.0,About half (50%),0.0,1.0,1.0,Never married,0.0,73.0,352.0,93.0,0.0,0.0,0.140926640926641,0.67953667953668,0.17953667953668,0.0,0.0
5301,M,1984-03-01,12.0,0.0,Non-Black / Non-Hispanic,14.0,16.0,62183.3333333333,1.0,4.0,North Central,Urban,42.699,3.5,1.0,3.0,About 75%,2.0,1.0,1.0,Never married,0.0,6.0,53.0,742.0,0.0,0.0,0.0074906367041198,0.066167290886392,0.926342072409488,0.0,0.0
5302,F,1982-11-01,14.0,0.0,Non-Black / Non-Hispanic,12.0,12.0,69500.0,0.0,1.0,North Central,Rural,63.137,3.5,1.0,3.5,About half (50%),1.0,1.0,1.0,Never married,0.0,0.0,6.0,825.0,0.0,0.0,0.0,0.0072202166064982,0.992779783393502,0.0,0.0
5303,F,1981-07-01,15.0,0.0,Hispanic,12.0,9.0,25933.3333333333,0.0,11.0,North Central,Rural,36.327,3.0,0.0,3.5,About 75%,2.0,1.0,1.0,Married,0.0,9.0,52.0,852.0,0.0,0.0,0.0098576122672508,0.0569550930996714,0.933187294633078,0.0,0.0
5304,F,1981-07-01,15.0,0.0,Non-Black / Non-Hispanic,12.0,9.0,58100.0,0.0,11.0,North Central,Rural,37.301,2.5,0.0,2.5,About half (50%),1.0,1.0,1.0,Never married,0.0,4.0,663.0,263.0,0.0,0.0,0.0043010752688172,0.712903225806452,0.282795698924731,0.0,0.0
5305,M,1983-05-01,13.0,0.0,Non-Black / Non-Hispanic,13.0,13.0,11566.6666666667,0.0,2.0,North Central,Urban,48.33763613367315,2.5,0.0,2.5,About 25%,2.0,1.0,1.0,Never married,0.0,36.0,142.0,647.0,0.0,0.0,0.0436363636363636,0.172121212121212,0.784242424242424,0.0,0.0
5306,M,1980-09-01,16.0,0.0,Non-Black / Non-Hispanic,12.0,15.0,24675.0,0.0,14.0,North Central,Rural,65.944,4.0,0.0,3.0,About 75%,3.0,1.0,1.0,Never married,0.0,23.0,45.0,887.0,0.0,0.0,0.0240837696335079,0.0471204188481675,0.928795811518325,0.0,0.0
5307,F,1981-08-01,15.0,0.0,Non-Black / Non-Hispanic,13.0,13.0,23700.0,0.0,2.0,North Central,Rural,69.059,4.0,1.0,4.0,About half (50%),1.0,1.0,0.0,Never married,0.0,11.0,123.0,806.0,0.0,0.0,0.0117021276595745,0.130851063829787,0.857446808510638,0.0,0.0
5308,M,1982-11-01,14.0,0.0,Mixed Race (Non-Hispanic),12.0,12.0,8100.0,0.0,4.0,North Central,Rural,41.667,2.0,0.0,2.0,About half (50%),1.0,1.0,0.0,Never married,0.0,179.0,42.0,225.0,198.0,203.0,0.21133412042503,0.0495867768595041,0.265643447461629,0.233766233766234,0.239669421487603
5309,M,1984-01-01,12.0,0.0,Mixed Race (Non-Hispanic),12.0,12.0,4650.0,0.0,4.0,North Central,Urban,95.912,4.0,0.0,3.5,Almost all (>90%),0.0,1.0,0.0,Never married,0.0,20.0,88.0,661.0,0.0,0.0,0.0260078023407022,0.11443433029909,0.859557867360208,0.0,0.0
5310,F,1980-05-01,16.0,1.0,Hispanic,16.0,14.0,28900.0,0.0,0.0,North Central,Rural,49.542,3.5,0.0,3.5,About half (50%),0.0,1.0,1.0,Never married,0.0,3.0,31.0,824.0,0.0,0.0,0.0034965034965035,0.0361305361305361,0.96037296037296,0.0,0.0
5311,F,1980-03-01,16.0,1.0,Non-Black / Non-Hispanic,20.0,16.0,87726.6666666667,1.0,1.0,North Central,Rural,92.853,4.0,0.0,4.0,About 25%,0.0,1.0,1.0,Never married,0.0,17.0,551.0,405.0,0.0,0.0,0.0174717368961973,0.566289825282631,0.416238437821172,0.0,0.0
5312,M,1984-07-01,12.0,0.0,Non-Black / Non-Hispanic,20.0,16.0,67226.6666666667,1.0,1.0,North Central,Urban,89.868,3.5,0.0,3.0,About half (50%),6.0,1.0,1.0,Never married,0.0,17.0,341.0,395.0,0.0,0.0,0.0225763612217795,0.452855245683931,0.52456839309429,0.0,0.0
5313,M,1980-11-01,16.0,0.0,Non-Black / Non-Hispanic,10.0,12.0,38375.0,1.0,2.0,North Central,Unknown,46.852,3.5,1.0,3.5,About 75%,0.0,1.0,1.0,Never married,0.0,0.0,0.0,965.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5314,M,1980-06-01,16.0,0.0,Non-Black / Non-Hispanic,12.0,11.0,39565.0,1.0,0.0,North Central,Unknown,9.371,2.5,0.0,1.0,About 25%,5.0,1.0,1.0,Never married,0.0,0.0,0.0,987.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5315,F,1984-08-01,12.0,0.0,Non-Black / Non-Hispanic,12.0,9.0,64294.0,0.0,9.0,North Central,Urban,62.253,2.0,0.0,2.0,About 75%,1.0,0.0,1.0,Never married,0.0,0.0,292.0,473.0,0.0,0.0,0.0,0.381699346405229,0.618300653594771,0.0,0.0
5316,M,1981-10-01,15.0,0.0,Non-Black / Non-Hispanic,12.0,12.0,54950.0,1.0,3.0,North Central,Unknown,15.427,2.5,1.0,3.0,About 75%,1.0,1.0,1.0,Never married,0.0,0.0,0.0,895.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5317,F,1983-02-01,13.0,0.0,Non-Black / Non-Hispanic,12.0,12.0,37346.6666666667,1.0,3.0,North Central,Unknown,57.404,4.0,0.0,3.5,About half (50%),0.0,1.0,1.0,Married,0.0,0.0,0.0,826.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5318,F,1983-12-01,13.0,0.0,Hispanic,8.0,5.0,13845.3333333333,1.0,4.0,North Central,Rural,70.747,2.5,0.0,3.0,About 75%,0.0,1.0,1.0,Never married,0.0,55.0,112.0,633.0,0.0,0.0,0.06875,0.14,0.79125,0.0,0.0
5319,F,1981-01-01,15.0,0.0,Non-Black / Non-Hispanic,12.0,12.0,39006.6666666667,1.0,1.0,North Central,Rural,64.652,3.5,0.0,3.5,About half (50%),0.0,1.0,1.0,Never married,0.0,0.0,5.0,922.0,0.0,0.0,0.0,0.0053937432578209,0.994606256742179,0.0,0.0
5320,F,1982-12-01,14.0,1.0,Non-Black / Non-Hispanic,12.0,12.0,75200.0,1.0,5.0,North Central,Rural,26.29,2.5,0.0,2.5,About 25%,0.0,1.0,1.0,Never married,0.0,0.0,674.0,78.0,0.0,0.0,0.0,0.896276595744681,0.103723404255319,0.0,0.0
5321,M,1980-12-01,16.0,0.0,Non-Black / Non-Hispanic,14.0,14.0,69291.72729384639,0.5188128477976806,3.1679073237537843,North Central,Rural,74.601,3.5,0.0,3.0,About half (50%),5.0,1.0,1.0,Never married,0.0,16.0,67.0,848.0,0.0,0.0,0.0171858216970999,0.0719656283566058,0.910848549946294,0.0,0.0
5322,M,1983-10-01,13.0,0.0,Non-Black / Non-Hispanic,14.0,14.0,21560.0,0.0,2.0,North Central,Rural,52.158,2.5,0.0,2.5,About half (50%),0.0,1.0,1.0,Never married,0.0,0.0,9.0,814.0,0.0,0.0,0.0,0.0109356014580802,0.98906439854192,0.0,0.0
5323,M,1981-07-01,15.0,0.0,Non-Black / Non-Hispanic,10.209458579893147,10.0,10998.0,0.4161075901537544,4.0,South,Rural,12.356,2.0,0.0,2.5,About half (50%),2.0,1.0,1.0,Never married,1.0,38.0,4.0,888.0,0.0,0.0,0.0408602150537634,0.0043010752688172,0.954838709677419,0.0,0.0
5326,F,1984-08-01,12.0,0.0,Non-Black / Non-Hispanic,11.672449964957309,12.0,19000.0,0.0,2.0,North Central,Rural,38.00566970367806,3.0,0.0,2.5,About half (50%),0.0,1.0,1.0,Never married,0.0,225.0,85.0,251.0,92.0,0.0,0.344563552833078,0.130168453292496,0.3843797856049,0.140888208269525,0.0
5327,M,1983-10-01,13.0,0.0,Non-Black / Non-Hispanic,10.0,9.0,68375.0,1.0,4.0,North Central,Rural,47.481,2.5,0.0,2.0,Almost none (<10%),0.0,1.0,1.0,Never married,0.0,20.0,1.0,477.0,0.0,0.0,0.0401606425702811,0.002008032128514,0.957831325301205,0.0,0.0
5328,F,1983-12-01,13.0,0.0,Non-Black / Non-Hispanic,16.0,13.0,13000.0,1.0,10.0,South,Urban,31.51916522964064,2.0,0.0,1.5,About half (50%),0.0,1.0,0.0,Never married,0.0,48.0,728.0,0.0,0.0,0.0,0.0618556701030928,0.938144329896907,0.0,0.0,0.0
5329,M,1982-11-01,14.0,1.0,Non-Black / Non-Hispanic,14.0,13.0,31250.0,0.0,4.0,North Central,Rural,18.182,4.0,1.0,3.0,About 25%,1.0,1.0,1.0,Never married,0.0,0.0,0.0,833.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5330,M,1984-01-01,12.0,0.0,Non-Black / Non-Hispanic,12.0,12.0,3500.0,0.0,2.0,North Central,Rural,78.271,4.0,1.0,3.0,About half (50%),2.0,1.0,1.0,Never married,0.0,2.0,56.0,720.0,0.0,0.0,0.0025706940874036,0.0719794344473008,0.925449871465296,0.0,0.0
5331,M,1981-09-01,15.0,0.0,Non-Black / Non-Hispanic,10.0,12.0,45450.47418696195,0.5199814094311785,4.087176263172033,Non-interview,Non-interview,48.31936278169746,3.0,0.0,3.5,About half (50%),2.0,1.0,1.0,Never married,0.0,95.0,15.0,788.0,0.0,0.0,0.105790645879733,0.0167037861915367,0.87750556792873,0.0,0.0
5332,M,1981-07-01,15.0,0.0,Non-Black / Non-Hispanic,12.0,16.0,12333.3333333333,1.0,2.0,North Central,Urban,61.944,2.5,0.0,1.5,About half (50%),7.0,0.0,1.0,Never married,0.0,63.0,201.0,636.0,0.0,0.0,0.07,0.223333333333333,0.706666666666667,0.0,0.0
5333,F,1983-02-01,13.0,0.0,Non-Black / Non-Hispanic,12.0,16.0,31250.0,1.0,2.0,North Central,Urban,99.358,4.0,1.0,4.0,About 75%,0.0,1.0,1.0,Never married,0.0,0.0,28.0,604.0,0.0,0.0,0.0,0.0443037974683544,0.955696202531646,0.0,0.0
5334,F,1984-12-01,12.0,0.0,Non-Black / Non-Hispanic,12.0,16.0,34500.0,1.0,2.0,North Central,Urban,77.974,4.0,0.0,3.5,About 75%,1.0,1.0,1.0,Never married,0.0,0.0,8.0,712.0,0.0,0.0,0.0,0.0111111111111111,0.988888888888889,0.0,0.0
5336,M,1981-09-01,15.0,0.0,Non-Black / Non-Hispanic,10.0,12.0,51128.0,0.0,3.0,North Central,Urban,31.069,1.5,0.0,2.5,About 75%,1.0,1.0,1.0,Never married,0.0,3.0,6.0,825.0,0.0,0.0,0.0035971223021582,0.0071942446043165,0.989208633093525,0.0,0.0
5337,M,1983-09-01,13.0,0.0,Non-Black / Non-Hispanic,10.0,12.0,25253.0,0.0,3.0,North Central,Urban,51.223,3.5,0.0,2.5,Almost all (>90%),3.0,1.0,0.0,Never married,0.0,4.0,279.0,447.0,0.0,0.0,0.0054794520547945,0.382191780821918,0.612328767123288,0.0,0.0
5338,F,1981-02-01,15.0,0.0,Non-Black / Non-Hispanic,11.0,10.0,23800.0,1.0,6.0,North Central,Urban,11.144,2.5,0.0,3.0,About half (50%),0.0,1.0,1.0,Never married,0.0,3.0,41.0,889.0,0.0,0.0,0.0032154340836012,0.0439442658092176,0.952840300107181,0.0,0.0
5339,M,1984-10-01,12.0,0.0,Non-Black / Non-Hispanic,11.0,10.0,23800.0,1.0,6.0,Non-interview,Non-interview,55.934,2.5,0.0,2.0,About 75%,1.0,1.0,1.0,Never married,0.0,15.0,181.0,564.0,0.0,0.0,0.0197368421052632,0.238157894736842,0.742105263157895,0.0,0.0
5340,F,1982-01-01,14.0,0.0,Non-Black / Non-Hispanic,12.0,14.0,69452.0,0.0,1.0,North Central,Rural,40.717,1.5,0.0,1.5,About 75%,0.0,1.0,0.0,Never married,0.0,307.0,495.0,75.0,0.0,0.0,0.350057012542759,0.56442417331813,0.0855188141391106,0.0,0.0
5341,M,1981-05-01,15.0,0.0,Non-Black / Non-Hispanic,12.0,12.0,167021.5,1.0,3.0,Non-interview,Non-interview,25.312,3.0,0.0,2.5,About 25%,1.0,1.0,1.0,Never married,0.0,35.0,3.0,478.0,0.0,0.0,0.0678294573643411,0.005813953488372,0.926356589147287,0.0,0.0
5342,M,1982-10-01,14.0,0.0,Non-Black / Non-Hispanic,12.0,14.0,10050.0,1.0,4.0,North Central,Unknown,52.789,1.5,0.0,2.5,About 75%,2.0,1.0,1.0,Never married,0.0,4.0,25.0,748.0,0.0,62.0,0.0047675804529201,0.0297973778307509,0.891537544696067,0.0,0.0738974970202622
5343,F,1984-07-01,12.0,0.0,Non-Black / Non-Hispanic,12.0,14.0,14000.0,1.0,4.0,North Central,Rural,62.62,2.5,1.0,3.0,Almost all (>90%),1.0,1.0,1.0,Never married,0.0,20.0,263.0,466.0,0.0,0.0,0.0267022696929239,0.351134846461949,0.622162883845127,0.0,0.0
5344,F,1982-05-01,14.0,0.0,Non-Black / Non-Hispanic,14.0,12.0,39912.5,1.0,2.0,North Central,Rural,59.877,4.0,0.0,4.0,About half (50%),0.0,1.0,1.0,Never married,0.0,34.86830757429847,119.37185355415522,607.7224907411457,3.844682440095923,14.138644372326496,0.04682444401623309,0.146659974772539,0.7834613494768927,0.005089205258179796,0.017965026477504642
5345,M,1980-02-01,16.0,1.0,Non-Black / Non-Hispanic,16.0,17.0,82983.3333333333,0.0,3.0,North Central,Unknown,97.965,4.0,0.0,4.0,About 75%,0.0,1.0,1.0,Never married,0.0,26.0,118.0,830.0,0.0,0.0,0.026694045174538,0.121149897330595,0.852156057494867,0.0,0.0
5346,F,1983-09-01,13.0,1.0,Non-Black / Non-Hispanic,16.0,17.0,68500.0,0.0,3.0,North Central,Rural,72.07,4.0,1.0,4.0,About half (50%),0.0,1.0,1.0,Never married,0.0,4.0,42.0,745.0,0.0,0.0,0.0050568900126422,0.0530973451327434,0.941845764854614,0.0,0.0
5347,M,1982-12-01,14.0,1.0,Non-Black / Non-Hispanic,12.0,12.0,18093.3333333333,1.0,5.0,North Central,Rural,88.299,4.0,0.0,4.0,Almost all (>90%),0.0,1.0,1.0,Never married,0.0,0.0,8.0,826.0,0.0,0.0,0.0,0.0095923261390887,0.990407673860911,0.0,0.0
5348,M,1984-11-01,12.0,1.0,Non-Black / Non-Hispanic,12.0,12.0,52850.0,1.0,5.0,North Central,Rural,52.689,4.0,1.0,4.0,Almost all (>90%),0.0,1.0,1.0,Never married,0.0,8.0,63.0,371.0,0.0,0.0,0.0180995475113122,0.142533936651584,0.839366515837104,0.0,0.0
5349,M,1982-08-01,14.0,0.0,Non-Black / Non-Hispanic,8.0,12.0,24566.6666666667,0.0,2.0,North Central,Rural,20.887,1.5,0.0,2.5,About half (50%),1.0,1.0,1.0,Never married,0.0,61.0,58.0,716.0,10.0,0.0,0.072189349112426,0.0686390532544379,0.847337278106509,0.0118343195266272,0.0
5350,M,1983-07-01,13.0,0.0,Non-Black / Non-Hispanic,12.0,12.157094880741418,12000.0,0.4406116810499906,3.833216275042182,North Central,Rural,43.093,2.5,0.0,3.0,About half (50%),2.0,1.0,1.0,Never married,0.0,0.0,0.0,796.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5351,F,1983-09-01,13.0,0.0,Non-Black / Non-Hispanic,12.0,12.0,40250.0,0.5490875346775792,3.813674045671437,North Central,Unknown,60.92067791016219,4.0,0.0,4.0,About 25%,0.0,1.0,1.0,Never married,0.0,0.0,65.0,446.0,0.0,0.0,0.0,0.12720156555773,0.87279843444227,0.0,0.0
5352,M,1981-03-01,15.0,0.0,Non-Black / Non-Hispanic,12.0,12.0,57625.0,1.0,2.0,North Central,Rural,58.022,3.0,0.0,3.0,About half (50%),3.0,1.0,1.0,Never married,0.0,0.0,9.0,905.0,0.0,0.0,0.0,0.0098468271334792,0.990153172866521,0.0,0.0
5353,M,1982-01-01,14.0,0.0,Non-Black / Non-Hispanic,12.0,13.0,45816.6666666667,1.0,3.0,North Central,Rural,71.055,3.0,0.0,2.5,About 25%,2.0,1.0,1.0,Never married,0.0,13.0,189.0,675.0,0.0,0.0,0.0148232611174458,0.215507411630559,0.769669327251995,0.0,0.0
5354,M,1983-11-01,13.0,0.0,Non-Black / Non-Hispanic,12.0,13.0,55001.0,1.0,3.0,North Central,Rural,83.148,3.5,0.0,4.0,About half (50%),0.0,1.0,1.0,Never married,0.0,4.0,106.0,570.0,0.0,0.0,0.0058823529411764,0.155882352941176,0.838235294117647,0.0,0.0
5355,M,1980-10-01,16.0,1.0,Non-Black / Non-Hispanic,14.0,16.0,71494.0,1.0,3.0,North Central,Rural,73.382,4.0,1.0,3.5,About half (50%),2.0,1.0,1.0,Never married,0.0,9.0,50.0,885.0,0.0,0.0,0.0095338983050847,0.0529661016949153,0.9375,0.0,0.0
5356,M,1983-08-01,13.0,0.0,Non-Black / Non-Hispanic,14.0,16.0,74076.0,1.0,3.0,North Central,Rural,92.504,3.0,0.0,3.0,Almost all (>90%),0.0,1.0,1.0,Never married,0.0,0.0,1.0,794.0,0.0,0.0,0.0,0.0012578616352201,0.99874213836478,0.0,0.0
5357,M,1982-03-01,14.0,0.0,Non-Black / Non-Hispanic,12.0,12.0,79300.0,1.0,3.0,North Central,Rural,65.715,3.5,0.0,2.5,About 75%,0.0,1.0,1.0,Never married,0.0,0.0,2.0,892.0,0.0,0.0,0.0,0.0022371364653243,0.997762863534676,0.0,0.0
5358,F,1982-07-01,14.0,1.0,Non-Black / Non-Hispanic,20.0,18.0,38638.75,1.0,3.0,North Central,Rural,78.762,2.5,1.0,2.5,Almost all (>90%),0.0,1.0,1.0,Never married,0.0,28.0,566.0,275.0,0.0,0.0,0.0322209436133487,0.65132336018412,0.316455696202532,0.0,0.0
5360,M,1982-06-01,14.0,1.0,Non-Black / Non-Hispanic,17.0,12.0,46025.0,1.0,4.0,North Central,Rural,76.19,4.0,0.0,4.0,Almost all (>90%),2.0,1.0,1.0,Never married,0.0,0.0,7.0,224.0,0.0,0.0,0.0,0.0303030303030303,0.96969696969697,0.0,0.0
5361,F,1984-07-01,12.0,1.0,Non-Black / Non-Hispanic,17.0,12.0,48450.0,1.0,4.0,North Central,Rural,32.494,2.5,0.0,2.5,Almost all (>90%),1.0,1.0,1.0,Never married,0.0,0.0,85.0,596.0,0.0,0.0,0.0,0.124816446402349,0.87518355359765,0.0,0.0
5362,M,1981-09-01,15.0,0.0,Mixed Race (Non-Hispanic),13.0,13.0,34260.0,1.0,3.0,North Central,Rural,85.799,3.0,0.0,3.0,About 75%,0.0,1.0,1.0,Never married,0.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5363,M,1980-02-01,16.0,0.0,Non-Black / Non-Hispanic,13.0,20.0,33960.0,0.0,4.0,North Central,Rural,75.531,3.5,0.0,3.5,About 75%,4.0,1.0,1.0,Never married,0.0,71.0,56.0,861.0,0.0,0.0,0.0718623481781376,0.0566801619433198,0.871457489878543,0.0,0.0
5364,M,1980-07-01,16.0,0.0,Non-Black / Non-Hispanic,14.0,16.0,38500.0,1.0,1.0,North Central,Rural,2.672,2.5,0.0,2.5,Almost all (>90%),1.0,1.0,1.0,Never married,0.0,90.0,829.0,35.0,0.0,0.0,0.0943396226415094,0.868972746331237,0.0366876310272537,0.0,0.0
5365,F,1983-11-01,13.0,0.0,Non-Black / Non-Hispanic,13.20095169351827,14.0,15250.0,0.0,1.0,North Central,Rural,51.804,3.5,1.0,3.5,Almost all (>90%),0.0,1.0,1.0,Never married,0.0,32.41941460196044,105.50455252384985,556.464964409594,3.8662560618736848,11.33071629827299,0.04682444405225805,0.14665997473983095,0.7834613494747757,0.005089205261227137,0.017965026471705392
5366,M,1984-09-01,12.0,0.0,Non-Black / Non-Hispanic,12.0,12.0,68663.0,1.0,11.0,Non-interview,Non-interview,32.831,2.5,0.0,2.5,About 75%,0.0,1.0,1.0,Never married,0.0,11.0,0.0,434.0,0.0,0.0,0.0247191011235955,0.0,0.975280898876404,0.0,0.0
5367,F,1983-01-01,13.0,0.0,Non-Black / Non-Hispanic,12.0,13.0,28932.3333333333,1.0,0.0,North Central,Urban,69.925,3.5,0.0,3.5,About 75%,0.0,1.0,1.0,Never married,1.0,0.0,570.0,259.0,0.0,0.0,0.0,0.687575392038601,0.312424607961399,0.0,0.0
5368,M,1980-08-01,16.0,0.0,Non-Black / Non-Hispanic,12.0,12.0,25600.0,0.0,0.0,North Central,Urban,34.742,2.5,0.0,2.5,About 75%,0.0,1.0,1.0,Never married,0.0,111.0,25.0,787.0,17.0,0.0,0.118085106382979,0.0265957446808511,0.837234042553191,0.0180851063829787,0.0
5369,F,1984-08-01,12.0,1.0,Non-Black / Non-Hispanic,16.0,14.0,65290.0,1.0,1.0,North Central,Urban,85.553,4.0,1.0,4.0,About 75%,1.0,1.0,1.0,Never married,0.0,0.0,1.0,740.0,0.0,0.0,0.0,0.0013495276653171,0.998650472334683,0.0,0.0
5370,M,1981-04-01,15.0,0.0,Non-Black / Non-Hispanic,12.0,12.0,28375.0,1.0,2.0,North Central,Urban,52.50799097889473,3.0,0.0,3.0,About 75%,1.0,1.0,1.0,Never married,0.0,35.72396296826285,118.90893319741684,640.5432552541081,3.9441888337648123,14.300114175325518,0.04682444402770081,0.14665997473996417,0.7834613494910655,0.005089205275507047,0.01796502646715492
5371,M,1982-01-01,14.0,0.0,Non-Black / Non-Hispanic,14.0,12.0,33985.6666666667,1.0,4.0,North Central,Urban,55.538938933919276,2.0,0.0,3.5,Almost all (>90%),8.0,1.0,1.0,Never married,0.0,0.0,1.0,876.0,0.0,0.0,0.0,0.0011402508551881,0.998859749144812,0.0,0.0
