"ID","sex","DOB","age97","compcoll_age25","race","father_educ_years","mother_educ_years","parinc","intact","sibsz","region_age17","urban_rural_age17","asvab_mv_pct","grades8th","hsprog","gpa","peers_aspiration_college","delinq","tchgood","schsafe","marstat_age17","res_children_age17","weeks_Unemployed","weeks_Out of labor force","weeks_Employed","weeks_Not working (unclear if unemployed or NILF)","weeks_Active military","prop_Unemployed","prop_Out of labor force","prop_Employed","prop_Not working (unclear if unemployed or NILF)","prop_Active military"
1655,"M",1982-04-01,14,1,"Non-Black / Non-Hispanic",16,12,15750,0,2,"South","Rural",NA,3.5,1,3.5,"About 75%",2,1,1,"Never married",0,1,14,851,0,0,0.00115473441108545,0.0161662817551963,0.982678983833718,0,0
1656,"M",1984-05-01,12,1,"Non-Black / Non-Hispanic",16,16,19315,0,2,"South","Urban",NA,4,1,4,"About 75%",1,1,1,"Never married",0,53,4,697,0,0,0.0702917771883289,0.00530503978779841,0.924403183023873,0,0
1657,"F",1983-05-01,13,0,"Black",NA,NA,NA,NA,NA,"Non-interview","Non-interview",NA,2.5,0,2.5,"About half (50%)",4,0,1,"Never married",1,65,0,741,0,0,0.0806451612903226,0,0.919354838709677,0,0
1658,"F",1982-11-01,14,0,"Non-Black / Non-Hispanic",9,11,NA,1,4,"South","Rural",NA,3.5,1,3.5,"Almost none (<10%)",0,1,1,"Never married",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1659,"M",1982-12-01,14,0,"Hispanic",14,12,114300,1,5,"South","Urban",30.872,3,0,3.5,"About 25%",0,1,1,"Never married",0,0,0,827,0,0,0,0,1,0,0
1661,"M",1980-09-01,16,0,"Hispanic",20,14,202940.5,1,8,"South","Urban",NA,4,1,3.5,"About 75%",2,1,1,"Never married",0,0,0,753,0,0,0,0,1,0,0
1664,"M",1983-08-01,13,0,"Non-Black / Non-Hispanic",NA,10,25000,NA,NA,"Non-interview","Non-interview",41.416,1.5,0,2.5,"About half (50%)",2,1,1,"Never married",0,145,268,378,0,0,0.183312262958281,0.338811630847029,0.47787610619469,0,0
1665,"M",1981-07-01,15,0,"Non-Black / Non-Hispanic",NA,10,11166.6666666667,0,1,"South","Urban",62.886,2.5,NA,2.5,"About 25%",5,1,1,"Never married",0,99,166,228,0,0,0.200811359026369,0.336713995943205,0.462474645030426,0,0
1666,"M",1981-12-01,15,0,"Non-Black / Non-Hispanic",10,10,54833.3333333333,1,6,"Non-interview","Non-interview",29.184,1.5,0,2,"About 75%",0,1,0,"Never married",0,244,200,409,0,0,0.286049237983587,0.234466588511137,0.479484173505276,0,0
1667,"M",1984-10-01,12,0,"Non-Black / Non-Hispanic",NA,4,NA,NA,NA,"South","Urban",58.937,3.5,1,3.5,"About 75%",0,1,1,"Never married",0,112,220,434,0,0,0.14621409921671,0.287206266318538,0.566579634464752,0,0
1669,"F",1981-09-01,15,1,"Non-Black / Non-Hispanic",16,14,54515,1,2,"South","Urban",97.307,4,1,4,"About 75%",3,1,1,"Never married",0,0,23,878,0,0,0,0.025527192008879,0.974472807991121,0,0
1670,"F",1980-08-01,16,1,"Non-Black / Non-Hispanic",18,14,284436.666666667,1,6,"South","Urban",83.205,3,1,3.5,"About half (50%)",0,1,1,"Never married",0,0,337,613,0,0,0,0.354736842105263,0.645263157894737,0,0
1671,"F",1982-03-01,14,1,"Non-Black / Non-Hispanic",18,14,236426.333333333,1,6,"South","Urban",69.314,3,0,3.5,"About half (50%)",0,1,0,"Never married",0,4,581,285,0,0,0.00459770114942529,0.667816091954023,0.327586206896552,0,0
1672,"F",1983-12-01,13,1,"Non-Black / Non-Hispanic",18,14,257207,1,6,"West","Urban",81.439,4,1,4,"Almost all (>90%)",0,1,1,"Never married",0,0,503,285,0,0,0,0.638324873096447,0.361675126903553,0,0
1673,"F",1982-11-01,14,0,"Non-Black / Non-Hispanic",12,16,50375,0,4,"South","Urban",68.524,3,1,3,"Almost all (>90%)",0,1,1,"Never married",0,38,42,753,0,0,0.0456182472989196,0.0504201680672269,0.903961584633854,0,0
1674,"F",1981-06-01,15,0,"Non-Black / Non-Hispanic",15,18,NA,NA,NA,"South","Urban",44.381,2,1,4,"About 25%",1,1,1,"Never married",0,0,0,905,0,0,0,0,1,0,0
1675,"M",1984-01-01,12,0,"Non-Black / Non-Hispanic",15,18,151250,NA,NA,"South","Urban",69.624,2.5,1,2,"About half (50%)",0,1,1,"Never married",0,43,199,528,0,0,0.0558441558441558,0.258441558441558,0.685714285714286,0,0
1676,"M",1980-05-01,16,0,"Non-Black / Non-Hispanic",16,18,141650.5,1,3,"South","Urban",62.494,2.5,1,2,"About 75%",1,1,1,"Never married",0,0,0,975,0,0,0,0,1,0,0
1677,"F",1982-04-01,14,1,"Non-Black / Non-Hispanic",16,18,97000,1,3,"South","Urban",95.557,4,1,4,"About 75%",0,1,1,"Never married",0,0,12,16,0,0,0,0.428571428571429,0.571428571428571,0,0
1678,"M",1983-12-01,13,1,"Non-Black / Non-Hispanic",NA,NA,NA,NA,NA,"South","Urban",79.779,4,1,3.5,"Almost all (>90%)",0,1,1,"Never married",0,0,0,798,0,0,0,0,1,0,0
1679,"F",1982-02-01,14,0,"Non-Black / Non-Hispanic",16,12,NA,0,3,"South","Urban",36.118,3.5,1,3.5,"About 75%",0,1,1,"Never married",0,16,441,391,0,0,0.0188679245283019,0.520047169811321,0.461084905660377,0,0
1680,"F",1982-04-01,14,1,"Non-Black / Non-Hispanic",16,17,124737,1,4,"South","Urban",89.719,4,1,4,"Almost all (>90%)",0,1,1,"Never married",0,13,10,839,0,0,0.0150812064965197,0.0116009280742459,0.973317865429234,0,0
1681,"M",1981-02-01,15,0,"Non-Black / Non-Hispanic",12,13,21800,0,6,"South","Urban",85.032,3.5,1,3,"Almost all (>90%)",1,1,1,"Never married",0,78,19,844,0,0,0.0828905419766206,0.0201912858660999,0.89691817215728,0,0
1682,"F",1980-05-01,16,1,"Non-Black / Non-Hispanic",16,16,50300,1,1,"South","Urban",35.171,4,1,4,"About 75%",0,1,1,"Never married",0,0,409,555,0,0,0,0.424273858921162,0.575726141078838,0,0
1683,"M",1980-01-01,16,0,"Hispanic",NA,12,31025,1,3,"South","Urban",84.407,2.5,0,3.5,"About 75%",1,1,1,"Never married",0,37,38,486,0,423,0.0376016260162602,0.0386178861788618,0.49390243902439,0,0.429878048780488
1684,"F",1981-01-01,15,0,"Hispanic",NA,12,44500,1,3,"South","Urban",NA,3.5,0,3.5,"About half (50%)",0,1,1,"Never married",0,316,454,159,0,0,0.340150699677072,0.488697524219591,0.171151776103337,0,0
1685,"M",1980-03-01,16,0,"Mixed Race (Non-Hispanic)",16,16,177500,NA,NA,"South","Urban",NA,2.5,1,2,"About half (50%)",0,1,1,"Never married",0,0,0,978,0,0,0,0,1,0,0
1686,"F",1982-02-01,14,1,"Non-Black / Non-Hispanic",17,17,143000,1,1,"South","Urban",NA,4,1,4,"About 75%",0,1,1,"Never married",0,0,290,581,0,0,0,0.332950631458094,0.667049368541906,0,0
1687,"M",1980-11-01,16,1,"Non-Black / Non-Hispanic",16,18,141250,1,2,"South","Urban",NA,4,1,3.5,"About 75%",1,0,1,"Never married",0,1,37,902,0,0,0.00106382978723404,0.0393617021276596,0.959574468085106,0,0
1688,"M",1983-07-01,13,0,"Non-Black / Non-Hispanic",16,18,126000,1,2,"South","Urban",NA,2.5,1,3,"Almost all (>90%)",5,1,1,"Never married",0,24,708,89,0,0,0.0292326431181486,0.862362971985384,0.108404384896468,0,0
1692,"M",1981-09-01,15,1,"Non-Black / Non-Hispanic",12,12,105000,1,3,"South","Rural",82.197,4,1,4,"About half (50%)",0,1,1,"Never married",0,0,0,601,0,0,0,0,1,0,0
1693,"M",1984-10-01,12,1,"Non-Black / Non-Hispanic",16,12,139000,0,2,"South","Rural",57.315,3.5,1,3,"About 75%",0,1,1,"Never married",0,0,1,767,0,0,0,0.00130208333333333,0.998697916666667,0,0
1694,"M",1982-05-01,14,1,"Non-Black / Non-Hispanic",12,14,122000,1,2,"Non-interview","Non-interview",93.284,4,0,4,"About 75%",1,1,1,"Never married",0,0,0,861,0,0,0,0,1,0,0
1695,"M",1984-11-01,12,1,"Non-Black / Non-Hispanic",12,14,122000,1,2,"Non-interview","Non-interview",89.436,NA,NA,4,"About 75%",0,1,1,"Never married",0,0,1,321,0,0,0,0.0031055900621118,0.996894409937888,0,0
1696,"M",1983-05-01,13,0,"Non-Black / Non-Hispanic",12,11,119500,1,3,"South","Rural",53.148,2.5,0,2,"About half (50%)",2,1,1,"Never married",0,6,135,472,0,0,0.0097879282218597,0.220228384991843,0.769983686786297,0,0
1697,"F",1984-04-01,12,1,"Non-Black / Non-Hispanic",13,16,74000,1,3,"Non-interview","Non-interview",75.986,NA,1,4,"Almost all (>90%)",0,1,1,NA,0,4,153,630,0,0,0.00508259212198221,0.19440914866582,0.800508259212198,0,0
1698,"F",1980-11-01,16,1,"Non-Black / Non-Hispanic",14,17,110600,1,1,"South","Rural",NA,3.5,1,4,"Almost all (>90%)",0,1,1,"Never married",0,4,25,935,0,0,0.004149377593361,0.0259336099585062,0.969917012448133,0,0
1699,"M",1982-08-01,14,0,"Non-Black / Non-Hispanic",14,17,110600,1,1,"South","Rural",NA,2,0,3.5,"About half (50%)",2,1,1,"Never married",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1700,"M",1982-08-01,14,1,"Non-Black / Non-Hispanic",12,12,285805,NA,NA,"South","Rural",12.621,2.5,1,3.5,"About 75%",0,1,1,"Never married",0,0,0,452,0,0,0,0,1,0,0
1701,"M",1984-05-01,12,0,"Non-Black / Non-Hispanic",12,12,127500,NA,NA,"South","Rural",27.137,2.5,1,2.5,"Almost all (>90%)",0,1,1,"Never married",0,0,0,754,0,0,0,0,1,0,0
1702,"M",1982-04-01,14,0,"Non-Black / Non-Hispanic",12,13,132000,1,1,"Non-interview","Non-interview",17.443,2.5,0,3,"Almost all (>90%)",0,1,1,"Never married",0,25,0,636,0,0,0.037821482602118,0,0.962178517397882,0,0
1703,"F",1980-07-01,16,0,"Non-Black / Non-Hispanic",12,12,57433.3333333333,1,2,"South","Rural",69.67,3,1,2.5,"About 75%",0,1,1,"Never married",1,0,276,706,0,0,0,0.281059063136456,0.718940936863544,0,0
1704,"M",1982-07-01,14,1,"Non-Black / Non-Hispanic",12,12,16166.6666666667,1,2,"South","Rural",67.243,3.5,0,3.5,"About half (50%)",0,1,1,"Never married",0,0,0,854,0,0,0,0,1,0,0
1709,"F",1980-05-01,16,0,"Non-Black / Non-Hispanic",20,13,59710,0,5,"South","Urban",64.134,3.5,0,3,"About 75%",0,1,1,"Never married",0,65,242,656,0,0,0.0674974039460021,0.251298026998962,0.681204569055036,0,0
1710,"M",1983-03-01,13,0,"Non-Black / Non-Hispanic",15,12,45912.5,0,5,"Northeast","Urban",74.74,2,0,1.5,"About 75%",2,1,1,"Never married",0,7,63,772,0,0,0.00831353919239905,0.0748218527315914,0.91686460807601,0,0
1711,"M",1980-01-01,16,0,"Non-Black / Non-Hispanic",12,12,51050,NA,NA,"South","Urban",66.296,3,0,3,"About half (50%)",1,1,1,"Never married",0,123,680,175,0,0,0.125766871165644,0.695296523517382,0.178936605316973,0,0
1712,"F",1983-01-01,13,0,"Non-Black / Non-Hispanic",13,12,21200,NA,NA,"South","Urban",68.046,3.5,0,4,"About half (50%)",0,1,1,"Never married",0,0,14,810,0,0,0,0.0169902912621359,0.983009708737864,0,0
1713,"F",1984-12-01,12,1,"Non-Black / Non-Hispanic",13,16,70250,1,2,"South","Urban",NA,2.5,1,4,"Almost all (>90%)",1,1,1,"Never married",0,2,16,705,0,0,0.00276625172890733,0.0221300138312586,0.975103734439834,0,0
1715,"M",1981-02-01,15,0,"Non-Black / Non-Hispanic",NA,12,28200,0,2,"South","Rural",3.248,3.5,0,2.5,"About half (50%)",4,1,1,"Never married",0,0,0,819,0,0,0,0,1,0,0
1716,"F",1982-02-01,14,0,"Non-Black / Non-Hispanic",NA,12,28200,0,2,"South","Urban",12.375,2.5,0,3.5,"About half (50%)",0,1,1,"Never married",0,1,699,174,0,0,0.0011441647597254,0.799771167048055,0.19908466819222,0,0
1717,"F",1984-12-01,12,0,"Non-Black / Non-Hispanic",NA,12,25233.3333333333,0,2,"South","Unknown",17.884,2.5,NA,3,"About half (50%)",0,0,0,"Never married",1,18,1,621,10,0,0.0276923076923077,0.00153846153846154,0.955384615384615,0.0153846153846154,0
1718,"F",1981-04-01,15,0,"Hispanic",NA,NA,18700,0,5,"South","Rural",NA,2.5,0,3.5,"About half (50%)",0,1,1,"Married",0,104,272,230,0,0,0.171617161716172,0.448844884488449,0.37953795379538,0,0
1720,"M",1981-10-01,15,0,"Non-Black / Non-Hispanic",10,11,49890.5,0,3,"South","Rural",7.252,2,0,3.5,"About half (50%)",0,1,1,"Never married",0,0,0,887,0,0,0,0,1,0,0
1721,"M",1980-09-01,16,0,"Hispanic",NA,7,7254,0,7,"South","Rural",NA,2.5,0,2.5,"Almost none (<10%)",0,1,1,"Never married",0,0,0,944,0,0,0,0,1,0,0
1728,"F",1983-04-01,13,0,"Hispanic",NA,NA,20375,0,13,"South","Urban",NA,3.5,0,3.5,"About half (50%)",0,1,1,"Married",0,0,816,0,0,0,0,1,0,0,0
1730,"F",1981-11-01,15,0,"Non-Black / Non-Hispanic",NA,12,39728.6666666667,0,3,"South","Rural",NA,2.5,1,3.5,"About 75%",2,1,1,"Never married",0,0,0,887,0,0,0,0,1,0,0
1733,"F",1981-11-01,15,0,"Non-Black / Non-Hispanic",14,9,54833.3333333333,1,6,"South","Urban",57.012,2,0,2.5,"Almost all (>90%)",4,1,1,"Never married",1,136,100,619,25,0,0.154545454545455,0.113636363636364,0.703409090909091,0.0284090909090909,0
1735,"M",1980-03-01,16,0,"Non-Black / Non-Hispanic",12,14,52533.3333333333,0,4,"South","Urban",67.524,3.5,1,3,"About half (50%)",5,1,1,"Never married",0,0,0,971,0,0,0,0,1,0,0
1736,"F",1983-07-01,13,0,"Non-Black / Non-Hispanic",12,14,16200,0,4,"West","Urban",94.261,4,0,4,"About 75%",2,1,1,"Never married",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1739,"F",1982-10-01,14,0,"Non-Black / Non-Hispanic",12,12,47600,1,1,"South","Urban",33.271,3.5,0,2,"Almost none (<10%)",1,1,1,"Never married",0,2,694,136,0,0,0.00240384615384615,0.834134615384615,0.163461538461538,0,0
1740,"M",1983-10-01,13,0,"Non-Black / Non-Hispanic",12,10,NA,0,2,"South","Urban",NA,1,0,1.5,"About 25%",0,1,1,"Never married",0,71,3,379,0,127,0.122413793103448,0.00517241379310345,0.653448275862069,0,0.218965517241379
1741,"M",1984-11-01,12,0,"Non-Black / Non-Hispanic",12,10,20025,0,2,"South","Rural",NA,2.5,0,2,"About half (50%)",1,1,1,"Never married",0,0,0,0,0,215,0,0,0,0,1
1743,"F",1982-10-01,14,0,"Non-Black / Non-Hispanic",12,15,NA,1,2,"Non-interview","Non-interview",NA,NA,NA,3.5,"About 75%",0,1,1,NA,0,0,0,507,327,0,0,0,0.607913669064748,0.392086330935252,0
1744,"M",1983-11-01,13,0,"Non-Black / Non-Hispanic",13,12,69250,1,4,"South","Urban",26.271,2.5,0,2,"About 25%",3,1,1,"Never married",0,0,116,663,0,0,0,0.148908857509628,0.851091142490372,0,0
1745,"F",1984-05-01,12,0,"Non-Black / Non-Hispanic",NA,12,23535,NA,NA,"South","Urban",43.797,4,0,3.5,"Almost all (>90%)",0,0,1,"Never married",0,112,457,181,0,0,0.149333333333333,0.609333333333333,0.241333333333333,0,0
1746,"M",1982-10-01,14,0,"Non-Black / Non-Hispanic",12,12,84100,1,1,"South","Rural",11.047,2,0,2,"About 75%",2,1,1,"Never married",0,0,0,836,0,0,0,0,1,0,0
1749,"F",1982-12-01,14,0,"Non-Black / Non-Hispanic",16,NA,NA,NA,NA,"South","Urban",NA,2.5,0,4,"Almost all (>90%)",NA,0,0,"Never married",0,162,16,632,0,0,0.2,0.0197530864197531,0.780246913580247,0,0
1752,"F",1983-06-01,13,1,"Non-Black / Non-Hispanic",19,16,234581.666666667,1,1,"South","Urban",90.154,3.5,1,3.5,"Almost all (>90%)",1,1,1,"Never married",0,0,61,741,0,0,0,0.0760598503740648,0.923940149625935,0,0
1753,"M",1980-01-01,16,0,"Non-Black / Non-Hispanic",18,18,35350,0,1,"South","Urban",83.275,4,0,3,"About 75%",0,1,0,"Never married",0,79,33,872,0,0,0.0802845528455285,0.0335365853658537,0.886178861788618,0,0
1754,"F",1981-02-01,15,0,"Non-Black / Non-Hispanic",16,15,72000,0,5,"Non-interview","Non-interview",NA,2.5,0,1.5,"About half (50%)",NA,0,0,"Never married",0,243,425,167,0,0,0.291017964071856,0.508982035928144,0.2,0,0
1755,"M",1980-06-01,16,1,"Non-Black / Non-Hispanic",14,16,50501,1,1,"South","Urban",93.563,4,0,4,"Almost all (>90%)",2,1,1,"Never married",0,0,0,957,0,0,0,0,1,0,0
1756,"F",1980-10-01,16,0,"Non-Black / Non-Hispanic",16,16,80020,1,3,"South","Urban",80.337,4,1,4,"Almost all (>90%)",0,1,1,"Never married",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1757,"M",1983-03-01,13,1,"Non-Black / Non-Hispanic",16,16,93750,1,3,"South","Urban",65.276,3.5,1,3,"About 75%",0,1,1,"Never married",0,0,6,706,0,0,0,0.00842696629213483,0.991573033707865,0,0
1758,"M",1981-09-01,15,0,"Non-Black / Non-Hispanic",15,20,114050,0,8,"South","Urban",46.17,4,1,3.5,"About 75%",2,1,1,"Never married",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1759,"M",1983-09-01,13,0,"Non-Black / Non-Hispanic",16,16,10300,0,2,"North Central","Urban",NA,2,0,3,"About 25%",3,0,1,"Never married",0,0,440,275,0,0,0,0.615384615384615,0.384615384615385,0,0
1760,"F",1980-11-01,16,0,"Black",12,NA,7500,0,6,"North Central","Urban",NA,2,0,2,"About 75%",0,0,0,"Never married",0,169,442,248,0,0,0.19674039580908,0.514551804423749,0.288707799767171,0,0
1765,"M",1983-02-01,13,0,"Non-Black / Non-Hispanic",NA,12,44266.6666666667,0,2,"Non-interview","Non-interview",72.076,3,0,2.5,"About 75%",2,0,1,"Never married",0,201,164,450,0,0,0.246625766871166,0.201226993865031,0.552147239263804,0,0
1766,"M",1982-05-01,14,0,"Non-Black / Non-Hispanic",16,9,4000,0,3,"North Central","Urban",58.786,1,0,1,"About 75%",2,1,1,"Never married",0,73,40,782,0,0,0.0815642458100559,0.0446927374301676,0.873743016759777,0,0
1768,"M",1980-03-01,16,0,"Black",12,12,41510,0,8,"North Central","Urban",21.099,2,1,2,"About 75%",0,1,1,"Never married",0,30,16,923,0,0,0.0309597523219814,0.0165118679050568,0.952528379772962,0,0
1769,"F",1981-08-01,15,1,"Black",12,12,36333.3333333333,0,8,"North Central","Urban",53.349,3.5,1,3.5,"Almost all (>90%)",0,1,1,"Never married",0,0,1,898,0,0,0,0.00111234705228031,0.99888765294772,0,0
1770,"M",1981-05-01,15,0,"Hispanic",14,13,20250,0,13,"North Central","Urban",27.185,2,0,2.5,"About 25%",1,1,0,"Never married",0,41,0,873,0,0,0.0448577680525164,0,0.955142231947484,0,0
1771,"M",1980-08-01,16,1,"Non-Black / Non-Hispanic",NA,13,74450,0,7,"North Central","Urban",NA,3.5,1,3.5,"Almost all (>90%)",0,1,1,"Never married",0,0,0,957,0,0,0,0,1,0,0
1772,"F",1982-07-01,14,1,"Non-Black / Non-Hispanic",16,14,65100,1,0,"North Central","Rural",93.809,4,1,4,"About half (50%)",0,1,1,"Never married",0,0,80,768,0,0,0,0.0943396226415094,0.905660377358491,0,0
1773,"F",1984-12-01,12,1,"Non-Black / Non-Hispanic",16,14,78500,1,0,"North Central","Urban",62.018,4,0,4,"Almost all (>90%)",0,1,1,"Never married",0,0,8,715,0,0,0,0.0110650069156293,0.988934993084371,0,0
1774,"F",1984-05-01,12,0,"Non-Black / Non-Hispanic",14,16,72370,1,3,"North Central","Urban",19.156,3.5,0,3,"Almost all (>90%)",0,1,1,"Never married",0,0,0,20,0,0,0,0,1,0,0
1775,"M",1980-06-01,16,0,"Non-Black / Non-Hispanic",12,12,16000,NA,NA,"North Central","Rural",NA,2.5,0,2.5,"About 75%",0,1,1,"Never married",0,0,0,965,0,0,0,0,1,0,0
1776,"F",1980-02-01,16,0,"Non-Black / Non-Hispanic",12,16,86700,1,1,"North Central","Unknown",77.83,3,0,2.5,"About 75%",0,0,1,"Never married",0,30,86,866,0,0,0.0305498981670061,0.0875763747454175,0.881873727087576,0,0
1778,"M",1983-03-01,13,0,"Non-Black / Non-Hispanic",12,13,32750,1,4,"North Central","Urban",49.034,2.5,0,3.5,"Almost all (>90%)",2,1,1,"Never married",0,15,72,742,0,0,0.0180940892641737,0.0868516284680338,0.895054282267792,0,0
1779,"M",1984-12-01,12,0,"Non-Black / Non-Hispanic",12,13,29250,1,4,"North Central","Urban",31.027,4,0,3,"Almost all (>90%)",1,1,1,"Never married",0,21,2,701,0,0,0.0290055248618785,0.00276243093922652,0.968232044198895,0,0
1780,"F",1983-02-01,13,0,"Non-Black / Non-Hispanic",12,12,26875,1,1,"North Central","Urban",NA,4,0,4,"About 75%",0,1,1,"Never married",0,37,49,732,0,0,0.0452322738386308,0.0599022004889976,0.894865525672372,0,0
1781,"F",1983-07-01,13,1,"Hispanic",15,16,1e+05,1,3,"North Central","Urban",86.563,3.5,1,3.5,"Almost all (>90%)",0,1,1,"Never married",0,0,0,34,0,0,0,0,1,0,0
1782,"F",1980-11-01,16,0,"Non-Black / Non-Hispanic",12,12,7500,NA,NA,"North Central","Urban",NA,3,0,2.5,"About 75%",0,1,1,"Never married",0,0,2,967,0,0,0,0.00206398348813209,0.997936016511868,0,0
1783,"F",1981-04-01,15,1,"Non-Black / Non-Hispanic",14,12,75000,1,4,"North Central","Urban",54.214,3.5,1,3,"About half (50%)",1,1,1,"Never married",0,40,112,774,0,0,0.0431965442764579,0.120950323974082,0.83585313174946,0,0
1784,"F",1983-01-01,13,1,"Non-Black / Non-Hispanic",17,12,66933.3333333333,1,2,"North Central","Urban",82.943,3,1,3.5,"Almost all (>90%)",0,1,1,"Never married",0,0,14,803,0,0,0,0.0171358629130967,0.982864137086903,0,0
1785,"F",1983-07-01,13,0,"Non-Black / Non-Hispanic",11,11,77333.3333333333,1,3,"North Central","Urban",NA,2,0,1.5,"About 75%",1,1,1,"Never married",0,134,165,423,0,0,0.185595567867036,0.228531855955679,0.585872576177285,0,0
1786,"F",1980-09-01,16,0,"Black",14,12,38175,0,4,"North Central","Urban",31.446,3.5,0,2,"About 75%",0,1,1,"Never married",0,0,2,958,0,0,0,0.00208333333333333,0.997916666666667,0,0
1789,"F",1983-12-01,13,0,"Black",8,14,27375,1,10,"North Central","Urban",11.463,1.5,0,2.5,"About half (50%)",0,0,1,"Never married",0,41,423,336,0,0,0.05125,0.52875,0.42,0,0
1790,"M",1980-05-01,16,0,"Black",12,12,51000,0,8,"North Central","Urban",1.295,3.5,0,2.5,"About 75%",1,1,1,"Never married",0,249,144,565,0,0,0.259916492693111,0.150313152400835,0.589770354906054,0,0
1791,"M",1982-01-01,14,0,"Black",12,12,51973,0,8,"North Central","Urban",19.362,2.5,0,2.5,"About 75%",1,1,1,"Never married",1,103,212,559,0,0,0.117848970251716,0.242562929061785,0.639588100686499,0,0
1792,"F",1980-09-01,16,0,"Black",10,11,14750,1,12,"North Central","Urban",22.322,1.5,1,2.5,"Almost none (<10%)",5,0,1,"Never married",0,0,0,65,0,0,0,0,1,0,0
1793,"F",1983-03-01,13,0,"Black",14,17,NA,1,3,"Non-interview","Non-interview",26.292,2,0,2.5,"About half (50%)",4,1,1,"Never married",0,7,55,780,3,0,0.00828402366863905,0.0650887573964497,0.923076923076923,0.00355029585798817,0
1794,"M",1983-03-01,13,0,"Black",14,17,NA,1,3,"Non-interview","Non-interview",14.599,1.5,0,2.5,"About 75%",1,1,1,"Never married",0,92,47,669,13,0,0.112058465286236,0.0572472594397077,0.814859926918392,0.0158343483556638,0
1795,"M",1981-11-01,15,0,"Black",NA,16,60850,0,8,"North Central","Urban",NA,2.5,1,2.5,"About 75%",4,1,0,"Never married",0,300,48,428,0,0,0.38659793814433,0.0618556701030928,0.551546391752577,0,0
1797,"M",1983-08-01,13,1,"Non-Black / Non-Hispanic",14,14,71500,1,2,"North Central","Rural",44.904,2,0,3,"About 75%",0,1,1,"Never married",0,0,0,793,0,0,0,0,1,0,0
1798,"F",1983-07-01,13,0,"Non-Black / Non-Hispanic",12,12,48294,1,1,"North Central","Rural",NA,3.5,0,2.5,"About half (50%)",0,1,1,"Never married",0,0,625,0,195,0,0,0.76219512195122,0,0.23780487804878,0
1799,"M",1984-08-01,12,0,"Non-Black / Non-Hispanic",12,12,48294,1,1,"North Central","Urban",59.594,3.5,0,4,"About 25%",1,1,1,"Never married",0,11,44,486,0,0,0.0203327171903882,0.0813308687615527,0.898336414048059,0,0
1800,"F",1981-05-01,15,0,"Non-Black / Non-Hispanic",NA,10,56810,NA,3,"Non-interview","Non-interview",NA,2.5,0,1,"Almost all (>90%)",0,1,1,"Never married",0,61,470,386,0,0,0.0665212649945474,0.512540894220283,0.420937840785169,0,0
1801,"F",1980-08-01,16,0,"Non-Black / Non-Hispanic",15,12,NA,NA,NA,"North Central","Rural",NA,3.5,0,2.5,"About 75%",1,0,1,"Never married",0,2,826,123,0,0,0.00210304942166141,0.868559411146162,0.129337539432177,0,0
1802,"M",1983-09-01,13,1,"Non-Black / Non-Hispanic",16,12,37000,1,8,"North Central","Rural",34.654,3.5,0,3.5,"About half (50%)",0,1,1,"Never married",0,0,13,583,0,0,0,0.0218120805369128,0.978187919463087,0,0
1803,"M",1980-11-01,16,0,"Non-Black / Non-Hispanic",11,12,110750,NA,NA,"North Central","Rural",NA,3.5,0,2.5,"About half (50%)",0,1,1,"Never married",0,0,258,273,0,0,0,0.485875706214689,0.514124293785311,0,0
1804,"F",1983-04-01,13,0,"Non-Black / Non-Hispanic",12,12,63500,1,3,"North Central","Rural",92.562,4,0,4,"Almost all (>90%)",0,1,1,"Never married",0,0,17,807,0,0,0,0.020631067961165,0.979368932038835,0,0
1805,"M",1984-02-01,12,0,"Black",18,12,31000,0,0,"South","Invalid Skip",49.511,1.5,0,2,"About 25%",1,1,1,"Never married",0,15,80,539,0,140,0.0193798449612403,0.103359173126615,0.696382428940568,0,0.180878552971576
1806,"F",1984-03-01,12,1,"Non-Black / Non-Hispanic",12,12,49173.3333333333,1,7,"North Central","Urban",57.745,4,1,4,"Almost all (>90%)",0,1,0,"Never married",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1807,"M",1981-07-01,15,0,"Non-Black / Non-Hispanic",13,13,30270,0,2,"Non-interview","Non-interview",78.616,1.5,0,2,"Almost all (>90%)",8,1,1,"Never married",0,0,0,490,0,0,0,0,1,0,0
1808,"M",1984-03-01,12,0,"Non-Black / Non-Hispanic",NA,13,21220,0,1,"North Central","Rural",NA,3,0,2.5,"About 25%",1,1,1,"Never married",0,31,20,712,0,0,0.0406290956749672,0.0262123197903014,0.933158584534731,0,0
1809,"M",1981-11-01,15,0,"Non-Black / Non-Hispanic",16,16,33833.3333333333,1,6,"North Central","Urban",92.454,4,1,4,"About 25%",0,1,1,"Never married",0,1,37,846,0,0,0.00113122171945701,0.0418552036199095,0.957013574660634,0,0
1810,"M",1983-07-01,13,1,"Non-Black / Non-Hispanic",16,16,48625,1,6,"North Central","Urban",64.358,3.5,0,4,"About 25%",0,1,1,"Never married",0,0,0,795,0,0,0,0,1,0,0
